Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Product,Region,State,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode
ORD1382,2026-04-23,CUST1022,Akash Yadav,Electronics,Smartphone,North,Haryana,5,22150,0.05,105212.5,65569.87,39642.63,Net Banking
ORD1383,2026-06-26,CUST1036,Kavya Iyer,Electronics,Monitor,East,West Bengal,4,16091,0.1,57927.6,41122.51,16805.09,UPI
ORD1384,2026-01-03,CUST1021,Pooja Shah,Furniture,Desk,West,Gujarat,8,15283,0.1,110037.6,93097.1,16940.5,Debit Card
ORD1385,2026-03-13,CUST1006,Omkar Pawar,Electronics,Smartphone,East,West Bengal,4,51222,0.15,174154.8,137105.54,37049.26,Cash
ORD1386,2026-05-27,CUST1042,Aarav Sharma,Accessories,Mouse,East,Bihar,8,580,0.1,4176.0,2932.29,1243.71,UPI
ORD1387,2026-04-14,CUST1036,Aditya Deshmukh,Accessories,Keyboard,South,Telangana,1,846,0,846,698.68,147.32,Cash
ORD1388,2026-03-29,CUST1043,Isha Gupta,Office Supplies,Stapler,East,Bihar,4,147,0.1,529.2,373.78,155.42,Cash
ORD1389,2026-01-30,CUST1034,Isha Gupta,Electronics,Monitor,South,Telangana,4,21440,0,85760,60782.64,24977.36,UPI
ORD1390,2026-01-12,CUST1008,Sahil Khan,Furniture,Desk,North,Delhi,3,15067,0.1,40680.9,26353.49,14327.41,Credit Card
ORD1391,2026-04-28,CUST1030,Nikhil Shinde,Furniture,Bookshelf,West,Gujarat,2,9036,0.1,16264.8,10280.82,5983.98,Net Banking
ORD1392,2026-02-04,CUST1050,Neha Joshi,Accessories,USB Hub,East,Bihar,1,508,0.15,431.8,372.72,59.08,Net Banking
ORD1393,2026-02-14,CUST1025,Meera Nair,Furniture,Office Chair,South,Telangana,7,6696,0.15,39841.2,30980.59,8860.61,Net Banking
ORD1394,2026-06-27,CUST1009,Meera Nair,Furniture,Table Lamp,East,West Bengal,7,1920,0.05,12768.0,11137.88,1630.12,Net Banking
ORD1395,2026-06-29,CUST1040,Ananya Rao,Office Supplies,Pen Set,North,Delhi,6,459,0.15,2340.9,1836.37,504.53,Debit Card
ORD1396,2026-06-22,CUST1008,Isha Gupta,Furniture,Office Chair,South,Telangana,3,16639,0.15,42429.45,32290.84,10138.61,Net Banking
ORD1397,2026-05-03,CUST1025,Vikram Singh,Accessories,Keyboard,West,Maharashtra,5,3461,0.1,15574.5,12929.32,2645.18,UPI
ORD1398,2026-06-21,CUST1004,Ananya Rao,Electronics,Smartphone,South,Karnataka,5,31100,0,155500,136174.21,19325.79,Credit Card
ORD1399,2026-05-19,CUST1042,Riya Desai,Electronics,Smartphone,North,Haryana,8,41506,0,332048,259059.96,72988.04,Cash
ORD1400,2026-03-02,CUST1004,Aarav Sharma,Office Supplies,Pen Set,South,Telangana,1,454,0.1,408.6,294.5,114.1,Debit Card
ORD1401,2026-02-21,CUST1013,Ananya Rao,Accessories,Mouse,North,Haryana,4,2099,0.05,7976.2,6511.2,1465.0,Cash
ORD1402,2026-02-15,CUST1018,Riya Desai,Electronics,Headphones,West,Gujarat,3,2731,0.15,6964.05,4533.82,2430.23,Debit Card
ORD1403,2026-02-03,CUST1010,Kunal More,Furniture,Desk,North,Delhi,5,16568,0,82840,58480.59,24359.41,Net Banking
ORD1404,2026-01-14,CUST1015,Neha Joshi,Office Supplies,Pen Set,South,Telangana,6,351,0,2106,1735.02,370.98,Net Banking
ORD1405,2026-01-18,CUST1022,Kunal More,Furniture,Desk,North,Haryana,7,13814,0,96698,68737.27,27960.73,Debit Card
ORD1406,2026-03-17,CUST1042,Kavya Iyer,Furniture,Bookshelf,East,West Bengal,1,11280,0,11280,8955.46,2324.54,Net Banking
ORD1407,2026-03-04,CUST1034,Isha Gupta,Electronics,Smartphone,South,Karnataka,7,39032,0,273224,196810.83,76413.17,Net Banking
ORD1408,2026-05-11,CUST1033,Rohan Mehta,Accessories,Mouse,North,Punjab,1,1396,0.05,1326.2,1131.98,194.22,UPI
ORD1409,2026-02-12,CUST1014,Riya Desai,Electronics,Laptop,East,West Bengal,4,67145,0,268580,226919.81,41660.19,Cash
ORD1410,2026-06-15,CUST1006,Rohan Mehta,Electronics,Headphones,South,Karnataka,3,7318,0,21954,16232.76,5721.24,UPI
ORD1411,2026-02-15,CUST1025,Omkar Pawar,Office Supplies,Notebook,South,Tamil Nadu,2,222,0.15,377.4,314.61,62.79,Cash
ORD1412,2026-04-21,CUST1038,Priya Patil,Office Supplies,Printer Paper,West,Goa,7,258,0,1806,1370.86,435.14,UPI
ORD1413,2026-04-02,CUST1026,Aarav Sharma,Electronics,Monitor,East,Odisha,5,13748,0.15,58429.0,37540.13,20888.87,Cash
ORD1414,2026-02-10,CUST1044,Isha Gupta,Furniture,Table Lamp,North,Punjab,7,1358,0.15,8080.1,5629.36,2450.74,UPI
ORD1415,2026-05-22,CUST1036,Rohan Mehta,Furniture,Office Chair,East,Bihar,1,7019,0,7019,5396.96,1622.04,Debit Card
ORD1416,2026-02-23,CUST1040,Rahul Verma,Office Supplies,Stapler,North,Delhi,7,228,0.15,1356.6,891.34,465.26,Credit Card
ORD1417,2026-01-30,CUST1043,Rohan Mehta,Furniture,Desk,West,Gujarat,1,17993,0.15,15294.05,11316.51,3977.54,Debit Card
ORD1418,2026-01-26,CUST1019,Kavya Iyer,Furniture,Bookshelf,North,Delhi,6,11482,0.05,65447.4,42759.14,22688.26,UPI
ORD1419,2026-02-19,CUST1038,Vikram Singh,Office Supplies,Printer Paper,South,Telangana,8,498,0.05,3784.8,2953.09,831.71,Net Banking
ORD1420,2026-05-26,CUST1046,Meera Nair,Office Supplies,Stapler,North,Delhi,7,281,0,1967,1222.01,744.99,Debit Card
ORD1421,2026-04-03,CUST1032,Riya Desai,Furniture,Office Chair,South,Tamil Nadu,6,16134,0.1,87123.6,64501.14,22622.46,UPI
ORD1422,2026-02-14,CUST1005,Aarav Sharma,Electronics,Headphones,West,Goa,3,3498,0.15,8919.9,5985.9,2934.0,Net Banking
ORD1423,2026-06-11,CUST1017,Riya Desai,Electronics,Laptop,West,Goa,7,84067,0.15,500198.65,337793.04,162405.61,Net Banking
ORD1424,2026-05-01,CUST1030,Akash Yadav,Furniture,Office Chair,South,Karnataka,7,10993,0,76951,65544.84,11406.16,Net Banking
ORD1425,2026-01-24,CUST1009,Omkar Pawar,Accessories,Backpack,North,Haryana,1,2390,0,2390,2008.74,381.26,Credit Card
ORD1426,2026-02-15,CUST1005,Rahul Verma,Furniture,Office Chair,East,West Bengal,8,17057,0.05,129633.2,81734.92,47898.28,Debit Card
ORD1427,2026-03-01,CUST1003,Kunal More,Electronics,Smartphone,East,West Bengal,6,31551,0.1,170375.4,126438.19,43937.21,UPI
ORD1428,2026-06-30,CUST1042,Sahil Khan,Office Supplies,Notebook,North,Punjab,5,293,0.15,1245.25,948.3,296.95,Debit Card
ORD1429,2026-05-31,CUST1026,Isha Gupta,Electronics,Headphones,North,Haryana,5,5432,0.1,24444.0,21337.05,3106.95,Debit Card
ORD1430,2026-05-05,CUST1015,Rohan Mehta,Accessories,USB Hub,East,West Bengal,1,2316,0.15,1968.6,1671.99,296.61,Net Banking
ORD1431,2026-06-14,CUST1015,Meera Nair,Office Supplies,Notebook,West,Goa,3,134,0,402,265.69,136.31,Debit Card
ORD1432,2026-01-30,CUST1027,Aarav Sharma,Accessories,USB Hub,North,Haryana,8,1882,0.1,13550.4,9143.58,4406.82,Credit Card
ORD1433,2026-01-12,CUST1010,Priya Patil,Furniture,Office Chair,West,Goa,3,14396,0,43188,33845.59,9342.41,Credit Card
ORD1434,2026-03-08,CUST1047,Ananya Rao,Furniture,Desk,West,Goa,7,15464,0.15,92010.8,80233.73,11777.07,UPI
ORD1435,2026-02-25,CUST1010,Nikhil Shinde,Accessories,Mouse,East,Bihar,8,1642,0.1,11822.4,7854.18,3968.22,Credit Card
ORD1436,2026-06-09,CUST1025,Sahil Khan,Office Supplies,Notebook,West,Maharashtra,6,122,0.1,658.8,510.64,148.16,Credit Card
ORD1437,2026-01-28,CUST1040,Kavya Iyer,Electronics,Laptop,North,Punjab,7,71630,0,501410,389812.61,111597.39,UPI
ORD1438,2026-05-17,CUST1042,Meera Nair,Electronics,Monitor,West,Goa,8,10526,0,84208,71957.09,12250.91,Net Banking
ORD1439,2026-04-18,CUST1023,Nikhil Shinde,Office Supplies,Stapler,East,Odisha,7,142,0,994,858.81,135.19,Net Banking
ORD1440,2026-01-26,CUST1039,Riya Desai,Accessories,Keyboard,West,Gujarat,5,1248,0.1,5616.0,4600.2,1015.8,Cash
ORD1441,2026-03-07,CUST1042,Aditya Deshmukh,Furniture,Bookshelf,West,Gujarat,1,3589,0.15,3050.65,2305.87,744.78,Debit Card
ORD1442,2026-04-15,CUST1035,Meera Nair,Office Supplies,Stapler,South,Tamil Nadu,3,174,0.1,469.8,370.86,98.94,Net Banking
ORD1443,2026-04-04,CUST1024,Riya Desai,Office Supplies,Notebook,East,West Bengal,7,254,0,1778,1293.39,484.61,Net Banking
ORD1444,2026-05-04,CUST1015,Omkar Pawar,Office Supplies,Notebook,West,Goa,6,158,0.1,853.2,692.2,161.0,Credit Card
ORD1445,2026-01-26,CUST1025,Aarav Sharma,Furniture,Bookshelf,West,Maharashtra,7,11828,0.05,78656.2,65144.79,13511.41,UPI
ORD1446,2026-02-07,CUST1006,Kavya Iyer,Accessories,USB Hub,North,Punjab,7,2396,0,16772,10678.08,6093.92,UPI
ORD1447,2026-04-09,CUST1032,Omkar Pawar,Accessories,Backpack,North,Haryana,5,3414,0.15,14509.5,9212.67,5296.83,UPI
ORD1448,2026-02-21,CUST1011,Priya Patil,Office Supplies,Pen Set,North,Haryana,1,199,0.15,169.15,127.33,41.82,Debit Card
ORD1449,2026-03-03,CUST1026,Sahil Khan,Electronics,Laptop,South,Telangana,2,70159,0.05,133302.1,109669.63,23632.47,Net Banking
ORD1450,2026-02-21,CUST1018,Pooja Shah,Electronics,Laptop,South,Tamil Nadu,2,67248,0.15,114321.6,79335.58,34986.02,Net Banking
ORD1451,2026-02-19,CUST1005,Akash Yadav,Accessories,Mouse,West,Goa,1,1227,0.05,1165.65,775.75,389.9,Debit Card
ORD1452,2026-03-29,CUST1029,Sahil Khan,Electronics,Monitor,South,Telangana,5,22155,0.15,94158.75,78285.31,15873.44,Net Banking
ORD1453,2026-05-04,CUST1008,Rahul Verma,Furniture,Table Lamp,West,Gujarat,8,2191,0.1,15775.2,13457.76,2317.44,UPI
ORD1454,2026-04-08,CUST1017,Pooja Shah,Furniture,Table Lamp,West,Goa,6,1741,0.1,9401.4,8164.33,1237.07,Debit Card
ORD1455,2026-01-24,CUST1021,Isha Gupta,Accessories,Backpack,North,Punjab,6,3659,0,21954,16776.88,5177.12,Credit Card
ORD1456,2026-05-27,CUST1016,Rahul Verma,Office Supplies,Notebook,North,Haryana,4,126,0.1,453.6,368.16,85.44,Credit Card
ORD1457,2026-02-28,CUST1044,Tanvi Jain,Furniture,Bookshelf,West,Maharashtra,6,7591,0,45546,37462.68,8083.32,Net Banking
ORD1458,2026-01-02,CUST1012,Akash Yadav,Electronics,Smartphone,South,Tamil Nadu,6,49607,0.15,252995.7,177605.11,75390.59,Debit Card
ORD1459,2026-04-12,CUST1035,Priya Patil,Furniture,Table Lamp,East,Odisha,3,3162,0,9486,7177.97,2308.03,Net Banking
ORD1460,2026-03-30,CUST1045,Aarav Sharma,Accessories,Backpack,East,Odisha,3,4424,0.1,11944.8,10438.46,1506.34,UPI
ORD1461,2026-06-22,CUST1036,Rahul Verma,Furniture,Bookshelf,South,Karnataka,2,9716,0.05,18460.4,13181.03,5279.37,Credit Card
ORD1462,2026-03-10,CUST1027,Isha Gupta,Accessories,USB Hub,East,West Bengal,6,2463,0.05,14039.1,9375.56,4663.54,Debit Card
ORD1463,2026-04-13,CUST1047,Rahul Verma,Office Supplies,Notebook,North,Delhi,3,195,0.15,497.25,325.25,172.0,Credit Card
ORD1464,2026-05-23,CUST1001,Neha Joshi,Accessories,Keyboard,North,Punjab,4,2260,0,9040,7485.21,1554.79,Cash
ORD1465,2026-05-08,CUST1007,Neha Joshi,Furniture,Office Chair,West,Gujarat,6,15332,0.1,82792.8,57790.11,25002.69,UPI
ORD1466,2026-02-25,CUST1024,Riya Desai,Office Supplies,Notebook,South,Tamil Nadu,2,201,0.1,361.8,294.36,67.44,Net Banking
ORD1467,2026-03-07,CUST1037,Riya Desai,Office Supplies,Stapler,North,Haryana,7,130,0,910,647.27,262.73,Credit Card
ORD1468,2026-03-14,CUST1019,Omkar Pawar,Office Supplies,Stapler,East,Bihar,8,286,0.1,2059.2,1753.01,306.19,Credit Card
ORD1469,2026-02-12,CUST1021,Kunal More,Office Supplies,Printer Paper,South,Karnataka,7,465,0,3255,2085.05,1169.95,Debit Card
ORD1470,2026-03-10,CUST1011,Neha Joshi,Accessories,Backpack,East,Odisha,8,2011,0.05,15283.6,12447.77,2835.83,UPI
ORD1471,2026-02-02,CUST1005,Tanvi Jain,Furniture,Table Lamp,West,Maharashtra,2,1830,0,3660,2428.03,1231.97,Net Banking
ORD1472,2026-01-14,CUST1042,Sahil Khan,Electronics,Laptop,North,Delhi,2,78009,0,156018,107377.45,48640.55,Debit Card
ORD1473,2026-02-28,CUST1003,Isha Gupta,Furniture,Table Lamp,North,Delhi,8,1963,0,15704,10272.49,5431.51,Debit Card
ORD1474,2026-05-02,CUST1039,Omkar Pawar,Accessories,Mouse,North,Haryana,5,2183,0.15,9277.75,6825.27,2452.48,Net Banking
ORD1475,2026-04-22,CUST1020,Isha Gupta,Office Supplies,Pen Set,West,Gujarat,8,277,0.15,1883.6,1279.06,604.54,Cash
ORD1476,2026-03-08,CUST1019,Tanvi Jain,Furniture,Office Chair,North,Punjab,1,9973,0,9973,7540.21,2432.79,Net Banking
ORD1477,2026-01-03,CUST1039,Pooja Shah,Accessories,USB Hub,East,Odisha,8,2439,0.05,18536.4,11536.58,6999.82,UPI
ORD1478,2026-05-21,CUST1046,Sahil Khan,Office Supplies,Stapler,North,Delhi,7,216,0.15,1285.2,942.88,342.32,Cash
ORD1479,2026-02-26,CUST1042,Riya Desai,Office Supplies,Notebook,South,Tamil Nadu,7,100,0,700,528.02,171.98,Debit Card
ORD1480,2026-04-16,CUST1029,Rahul Verma,Furniture,Bookshelf,East,Bihar,3,4621,0,13863,9638.87,4224.13,Net Banking
ORD1481,2026-05-06,CUST1007,Ananya Rao,Furniture,Bookshelf,West,Maharashtra,1,8753,0,8753,5539.81,3213.19,Debit Card
ORD1482,2026-02-02,CUST1014,Kunal More,Accessories,Mouse,West,Gujarat,1,1889,0,1889,1215.48,673.52,Cash
ORD1483,2026-03-21,CUST1018,Sahil Khan,Accessories,USB Hub,North,Delhi,8,1260,0,10080,7115.12,2964.88,UPI
ORD1484,2026-05-20,CUST1050,Pooja Shah,Accessories,USB Hub,West,Maharashtra,4,871,0.05,3309.8,2755.36,554.44,Cash
ORD1485,2026-04-24,CUST1043,Aditya Deshmukh,Furniture,Table Lamp,West,Goa,4,937,0.1,3373.2,2736.29,636.91,Cash
ORD1486,2026-04-10,CUST1031,Ananya Rao,Office Supplies,Pen Set,West,Gujarat,3,265,0,795,646.83,148.17,Credit Card
ORD1487,2026-04-03,CUST1011,Rahul Verma,Electronics,Smartphone,South,Karnataka,2,32272,0,64544,50638.4,13905.6,Net Banking
ORD1488,2026-01-31,CUST1039,Vikram Singh,Accessories,Backpack,East,Bihar,4,4132,0,16528,14410.71,2117.29,Debit Card
ORD1489,2026-01-23,CUST1004,Priya Patil,Furniture,Table Lamp,South,Telangana,8,1445,0,11560,9228.88,2331.12,Debit Card
ORD1490,2026-06-15,CUST1042,Isha Gupta,Furniture,Office Chair,South,Telangana,2,16490,0,32980,24630.76,8349.24,Cash
ORD1491,2026-02-19,CUST1046,Omkar Pawar,Electronics,Laptop,West,Gujarat,6,77378,0,464268,318107.62,146160.38,Net Banking
ORD1492,2026-03-17,CUST1039,Riya Desai,Accessories,USB Hub,East,Odisha,3,888,0.15,2264.4,1608.61,655.79,Credit Card
ORD1493,2026-01-18,CUST1050,Akash Yadav,Furniture,Office Chair,East,West Bengal,5,12362,0.05,58719.5,44674.83,14044.67,Cash
ORD1494,2026-02-17,CUST1034,Tanvi Jain,Electronics,Laptop,East,West Bengal,4,76930,0.05,292334.0,236048.28,56285.72,Net Banking
ORD1495,2026-02-09,CUST1009,Neha Joshi,Office Supplies,Pen Set,West,Maharashtra,7,265,0.05,1762.25,1143.21,619.04,UPI
ORD1496,2026-02-21,CUST1032,Akash Yadav,Electronics,Monitor,East,Bihar,4,16952,0,67808,42601.9,25206.1,Net Banking
ORD1497,2026-06-29,CUST1014,Tanvi Jain,Office Supplies,Notebook,West,Maharashtra,6,92,0,552,429.21,122.79,UPI
ORD1498,2026-04-30,CUST1018,Akash Yadav,Electronics,Smartphone,West,Goa,7,41653,0.05,276992.45,228935.61,48056.84,UPI
ORD1499,2026-01-19,CUST1025,Aditya Deshmukh,Office Supplies,Pen Set,North,Haryana,4,139,0.15,472.6,304.95,167.65,Credit Card
ORD1500,2026-05-15,CUST1007,Nikhil Shinde,Furniture,Table Lamp,East,Bihar,3,3134,0.15,7991.7,6511.56,1480.14,Debit Card
ORD1501,2026-06-22,CUST1026,Akash Yadav,Accessories,Mouse,North,Haryana,7,1838,0,12866,8534.92,4331.08,Debit Card
